ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
90091,Aziz Ouhadi,M,32,168,72,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,NA
90113,Noureddine Ould Mnira,M,24,175,68,Mauritania,MTN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,NA
90113,Noureddine Ould Mnira,M,28,175,68,Mauritania,MTN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,NA
90226,"James Cleveland ""Jesse"" Owens",M,22,178,71,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,Gold
90233,John Owiti,M,NA,185,90,Kenya,KEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
90271,Samson Olajidie Oyeledun,M,22,195,80,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,NA
90331,Edvin Sigizmundovich Ozolin,M,21,184,74,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,NA
90331,Edvin Sigizmundovich Ozolin,M,25,184,74,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
90349,Rait zta,M,NA,NA,NA,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,NA
90466,"Charles William ""Charley"" Paddock",M,19,172,75,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,Gold
90466,"Charles William ""Charley"" Paddock",M,23,172,75,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
90479,Armando Padilla,M,19,165,52,Nicaragua,NCA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,NA
90550,"Ernest Leslie ""Ernie"" Page",M,21,NA,NA,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
90621,Jnos Paizs (Paitz-),M,21,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
90684,Boonterm Pakpuang,M,31,NA,NA,Thailand,THA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,NA
90706,Rolando Cruz Palacios Castillo,M,21,180,89,Honduras,HON,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,NA
90741,Harouna Pale,M,31,188,82,Burkina Faso,BUR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
91001,Riste Pandev,M,22,178,67,Macedonia,MKD,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,NA
91075,Henry John Pankhurst,M,NA,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,NA
91126,Konstantinos Pantelidis,M,NA,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
91163,Hermann Panzo,M,22,180,77,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,NA
91184,A. Papadakis,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
91186,Kharalambos Papadias,M,21,180,73,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,NA
91205,Alexandros Papafingos,M,NA,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
91213,Vasilios Papageorgopoulos,M,25,180,75,Greece,GRE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,NA
91213,Vasilios Papageorgopoulos,M,29,180,75,Greece,GRE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,NA
91315,Toms Salvador Paquete,M,28,NA,NA,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,NA
91652,Dudley Parker,M,22,177,59,Bahamas,BAH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
91775,"John D. ""Jack"" Parrington",M,23,NA,NA,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,NA
91917,Mikhail Paskhalidis,M,NA,NA,NA,Greece,GRE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,NA
91998,George Herbert Patching,M,25,184,77,South Africa,RSA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
92033,Patestos Patestidis,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
92083,David Patros,M,23,180,71,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,NA
92134,Darvis Darell Patton,M,30,183,79,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,NA
92136,"Melvin Emery ""Mel"" Patton",M,23,185,72,United States,USA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,NA
92172,Robert Paul,M,26,170,65,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,NA
92359,Pier-Francesco Pavoni,M,21,182,70,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
92359,Pier-Francesco Pavoni,M,25,182,70,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
92514,"Birchall Lewis ""Bert"" Pearson",M,NA,173,67,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
92601,"Peder Alexander ""Alex"" Pedersen",M,21,182,70,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
92988,"Melvin ""Mel"" Pender, Jr.",M,26,165,68,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
92988,"Melvin ""Mel"" Pender, Jr.",M,30,165,68,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,NA
93055,Alan Pennington,M,20,178,68,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,NA
93408,Walter Prez Soto,M,23,173,64,Uruguay,URU,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,NA
93623,Per Fredrik Ture Person,M,19,188,80,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
93789,Ladislau Peter,M,NA,NA,NA,Romania,ROU,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
93835,"Mitchell Llewellyn ""Mitch"" Peters",M,26,175,64,United States Virgin Islands,ISV,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,NA
93848,Hans Frederik Aage Petersen,M,22,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
93854,Axel Johannes Petersen,M,27,NA,NA,Denmark,DEN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,NA
94013,Stefanos Petrakis,M,23,174,62,Greece,GRE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,NA
94013,Stefanos Petrakis,M,27,174,62,Greece,GRE,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,NA
94053,Konstantinos Petridis,M,NA,NA,NA,Greece,GRE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
94122,Petar Nikolov Petrov,M,21,180,80,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,NA
94122,Petar Nikolov Petrov,M,25,180,80,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,Bronze
94463,"Herbert Thorne ""Bertie"" Phillips",M,24,NA,NA,South Africa,RSA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,NA
94512,Gerald Phiri,M,23,178,79,Zambia,ZAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,NA
94512,Gerald Phiri,M,27,178,79,Zambia,ZAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,NA
94522,Phouk Sopheak,M,20,165,54,Cambodia,CAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
94627,Craig Keith Pickering,M,21,184,84,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,NA
94788,"Leslie McDonald ""Les"" Piggot",M,30,180,70,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,NA
94922,Juan Bautista Pina Lloveria,M,20,168,60,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
95055,"Lavinho Thomas ""Lavy"" Pinto",M,22,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,NA
95110,Claude Piquemal,M,21,172,65,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,NA
95110,Claude Piquemal,M,25,172,65,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
95135,Joo Pires Sobrinho,M,22,NA,NA,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,NA
95249,Terence Keith Pitt,M,20,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
95255,Alfonso Pitters,M,21,173,66,Panama,PAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
95344,Manuel Planchart,M,26,174,70,Venezuela,VEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,NA
95430,Santiago Plaza,M,22,176,74,Mexico,MEX,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,NA
95548,Vojtch Plzk,M,NA,NA,NA,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,NA
95663,Ronald Pognon,M,21,185,75,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
95663,Ronald Pognon,M,25,185,75,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,NA
95672,Poh Kimseng,M,24,NA,NA,China,CHN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,NA
95673,Poh Seng Song,M,21,172,67,Singapore,SGP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
95688,Bohuslav Pohl-Polensk,M,NA,NA,NA,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
96075,"Alexander Lockhart ""Alex"" Ponton",M,22,174,NA,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,NA
96274,Arthur Espie Porritt,M,23,171,64,New Zealand,NZL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,Bronze
96327,Alain Daniel Porthault,M,22,180,65,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,NA
96388,Zdenk Pospil,M,27,169,67,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,NA
96447,Romain Pot,M,24,177,70,Belgium,BEL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,NA
96478,Karel Monjardim Pott,M,19,NA,NA,Portugal,POR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
96608,Reuben Povey,M,22,NA,NA,South Africa,RSA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
96614,Asafa Kehine Powell,M,21,191,93,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
96614,Asafa Kehine Powell,M,25,191,93,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,NA
96614,Asafa Kehine Powell,M,29,191,93,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,NA
96626,"Kenneth Lawrence ""Ken"" Powell",M,24,171,61,India,IND,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
96694,Eric Rajanicka Prabhakar Philip,M,23,NA,NA,India,IND,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,NA
96802,Ennio Preatoni,M,23,184,82,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,NA
97040,Meyer Prinstein,M,25,180,74,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,NA
97040,Meyer Prinstein,M,27,180,74,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
97066,Norman Gilbert Pritchard (-Trevor),M,24,NA,NA,India,IND,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
97183,"Ronald B. ""Ron"" Promesse",M,26,170,70,Saint Lucia,LCA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,NA
97185,Sumet Promna,M,28,179,63,Thailand,THA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
97343,Levi Psavkin,M,25,173,76,Israel,ISR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
97522,Peter Pulu,M,20,173,65,Papua New Guinea,PNG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,NA
97598,Mohamed Yuhdi Wijaya Purnomo,M,22,167,60,Indonesia,INA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
97664,Emmanuel Gbecy Putu,M,17,NA,NA,Liberia,LBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,NA
97664,Emmanuel Gbecy Putu,M,21,NA,NA,Liberia,LBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,NA
97742,Teymur Qasmov,M,26,176,74,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,NA
97742,Teymur Qasmov,M,30,176,74,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
97790,Gabriele Qoro,M,21,171,78,Fiji,FIJ,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,NA
97822,"Donald O'Reilly ""Don"" Quarrie",M,25,175,70,Jamaica,JAM,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,Silver
97822,"Donald O'Reilly ""Don"" Quarrie",M,29,175,70,Jamaica,JAM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,NA
97888,George Hamilton Queyrouze,M,23,NA,NA,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
97918,Matthew Quinn,M,24,179,82,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,NA
98097,Vilmos (Wilhelm von) Rcz,M,19,182,70,Hungary,HUN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,NA
98097,Vilmos (Wilhelm von) Rcz,M,23,182,70,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
98143,Peter Frank Radford,M,20,180,61,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,Bronze
98143,Peter Frank Radford,M,25,180,61,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
98248,"Maurice Leslie ""Morrie"" Rae",M,21,NA,NA,New Zealand,NZL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,NA
98304,Istvn Raggambi (Fluck-),M,23,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
98459,Antti Juhani Rainer Rajamki,M,20,183,76,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,NA
98644,Fernando Ramrez,M,NA,NA,NA,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
98650,Hermes Julin Ramrez Limonta,M,20,178,66,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,NA
98650,Hermes Julin Ramrez Limonta,M,28,178,66,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,NA
98839,Jean-Jacky Randriamamitiana,M,27,175,75,Madagascar,MAD,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,NA
98861,Walter Rangeley,M,20,174,65,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
98861,Walter Rangeley,M,24,174,65,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
99086,Anat Ratanapol,M,28,163,59,Thailand,THA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,NA
99146,Richard Rau,M,22,178,67,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
99148,Yanes Raubaba,M,26,172,61,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,NA
99151,Rudolf Rauch,M,19,NA,NA,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
99212,Jean-Louis Ravelomanantsoa,M,21,185,65,Madagascar,MAD,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
99212,Jean-Louis Ravelomanantsoa,M,25,185,65,Madagascar,MAD,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,NA
99212,Jean-Louis Ravelomanantsoa,M,29,185,65,Madagascar,MAD,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,NA
99253,Eugen Ray,M,22,182,87,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,NA
99311,Andrey Vasilyevich Razin,M,25,178,76,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
99317,Ghulam Raziq,M,24,183,72,Pakistan,PAK,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,NA
99446,"John Alcorn ""James"" Rector",M,23,181,72,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,Silver
99525,Reginald Charles Reed,M,27,NA,NA,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
99565,Siegfried Merced Regales,M,23,173,70,Netherlands Antilles,AHO,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,NA
99583,John Paul Lyndon Regis,M,21,181,98,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
99620,Heinrich Wilhelm Rehder,M,21,NA,NA,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,NA
99692,Donovan Reid,M,20,177,73,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
99694,"Frederick Payne ""Fred"" Reid",M,23,NA,NA,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
99713,"Rudolph T. ""Rudy"" Reid",M,19,180,69,Trinidad and Tobago,TTO,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,NA
99895,Lindy John Remigino,M,21,173,67,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,Gold
99973,Paul Rneau,M,23,168,82,Belize,BIZ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
100140,Julian Reus,M,28,176,76,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,NA
100226,Mximo Reyes Anchante,M,19,NA,NA,Peru,PER,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,NA
100279,Franco Reyser,M,24,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
100385,lvaro de Oliveira Ribeiro,M,22,NA,NA,Brazil,BRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
100388,Edson Luciano Ribeiro,M,23,190,95,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,NA
100445,Mario Riccoboni,M,31,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,NA
100454,Richard Goodenough Rice,M,26,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
100464,Antoine Richard,M,19,174,63,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,NA
100464,Antoine Richard,M,23,174,63,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
100653,"Steven Earl ""Steve"" Riddick",M,24,190,75,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,NA
101078,Wilhelm Ritzenhoff,M,27,177,80,Germany,GER,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
101098,"Carlos ""Camilo"" Rivas",M,NA,NA,NA,Argentina,ARG,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
101112,Rogelio Rivas Aval,M,20,170,65,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
101299,James L. Roberts,M,20,NA,NA,Liberia,LBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,NA
101299,James L. Roberts,M,23,NA,NA,Liberia,LBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,NA
101364,Lawson Robertson,M,20,183,68,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,NA
101364,Lawson Robertson,M,22,183,68,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
101364,Lawson Robertson,M,24,183,68,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,NA
101463,"Reynaud Syverne ""Rey"" Robinson",M,20,183,66,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,NA
101470,"Thomas Augustus ""Tom"" Robinson",M,18,180,82,Bahamas,BAH,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,NA
101470,"Thomas Augustus ""Tom"" Robinson",M,22,180,82,Bahamas,BAH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,NA
101470,"Thomas Augustus ""Tom"" Robinson",M,26,180,82,Bahamas,BAH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
101470,"Thomas Augustus ""Tom"" Robinson",M,30,180,82,Bahamas,BAH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,NA
101559,"Patrick Joseph ""Paddy"" Roche",M,NA,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,NA
101677,Antnio Alexandre Sarsfield Rodrigues,M,26,170,NA,Portugal,POR,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
101711,ngel David Rodrguez Garca,M,28,178,66,Spain,ESP,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,NA
101711,ngel David Rodrguez Garca,M,32,178,66,Spain,ESP,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,NA
101764,Guillermo A. Rodrguez Silva,M,NA,NA,NA,Mexico,MEX,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,NA
101954,Jason Aliston Rogers,M,20,173,69,Saint Kitts and Nevis,SKN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,NA
102066,Arturo Bruno Rojas da Silva,M,19,183,67,Bolivia,BOL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,NA
102165,Jamial St. John Rolle,M,36,174,70,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,NA
102186,Georges-Joseph Jean Baptiste Rolot,M,22,NA,NA,France,FRA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
102332,Rafael Romero Sandrea,M,18,178,72,Venezuela,VEN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,NA
102332,Rafael Romero Sandrea,M,22,178,72,Venezuela,VEN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,NA
102425,Gunnar Vilhelm Rnstrm,M,22,NA,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
102554,Denis Rose,M,24,177,68,Seychelles,SEY,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
102696,Joshua James Ross,M,23,185,83,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
102947,Claude G. Roumain,M,27,180,85,Haiti,HAI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
102947,Claude G. Roumain,M,30,180,85,Haiti,HAI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,NA
103047,"Stanley Rupert ""Stan"" Rowley",M,23,178,71,Australia,AUS,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,Bronze
103080,"Lancelot Carrington ""Lance"" Royle",M,25,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
103119,Gusztv Rzsahegyi (Rosenberg-),M,23,NA,NA,Hungary,HUN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
103123,Huba Rozsnyai,M,21,173,68,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,NA
103536,"Kostiantyn Mykhailovych ""Kostia"" Rurak",M,22,179,79,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,NA
103536,"Kostiantyn Mykhailovych ""Kostia"" Rurak",M,26,179,79,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,NA
103570,Ruslan Rusidze,M,26,180,76,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,NA
103612,"Henry Argue ""Hank"" Russell",M,23,185,77,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
103627,Knut Olof Edvard Russell,M,21,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
103630,Ronald E. Russell,M,22,182,73,United States Virgin Islands,ISV,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,NA
103630,Ronald E. Russell,M,30,182,73,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,NA
